pos,neu,neg
0.097,0.903,0
0.057,0.943,0
0.086,0.626,0.288
0.062,0.938,0
0.185,0.815,0
0.307,0.619,0.074
0,1,0
0.213,0.787,0
0.056,0.944,0
0,1,0
0,1,0
0.161,0.839,0
0.195,0.805,0
0.168,0.832,0
0.198,0.802,0
0,1,0
0,0.855,0.145
0.151,0.849,0
0,0.936,0.064
0.093,0.907,0
0,1,0
0.049,0.829,0.123
0.192,0.694,0.114
0.032,0.754,0.214
0.099,0.901,0
0.064,0.877,0.059
0.087,0.913,0
0.133,0.867,0
0,1,0
0.068,0.884,0.047
0.161,0.764,0.075
0,1,0
0.094,0.848,0.058
0,0.838,0.162
0,1,0
0.163,0.776,0.061
0.24,0.67,0.091
0.148,0.712,0.139
0.176,0.824,0
0.063,0.79,0.147
0,0.948,0.052
0.096,0.811,0.093
0.057,0.801,0.142
0,1,0
0,0.906,0.094
0.045,0.898,0.058
0.091,0.611,0.297
0,0.942,0.058
0,0.629,0.371
0,0.918,0.082
0.318,0.682,0
0.069,0.931,0
0.111,0.889,0
0.076,0.924,0
0,1,0
0.048,0.798,0.153
0.146,0.789,0.064
0,0.946,0.054
0.144,0.856,0
0.104,0.761,0.135
0.098,0.828,0.074
0.044,0.902,0.054
0.034,0.801,0.165
0.088,0.85,0.062
0.217,0.783,0
0.384,0.616,0
0.146,0.683,0.171
0.203,0.712,0.085
0.153,0.781,0.066
0.086,0.914,0
0.314,0.686,0
0.296,0.704,0
0.072,0.928,0
0,1,0
0.24,0.76,0
0.183,0.735,0.082
0.054,0.946,0
0,0.938,0.062
0.265,0.735,0
0.059,0.941,0
0.172,0.828,0
0.168,0.761,0.071
0.162,0.77,0.068
0,1,0
0.153,0.847,0
0.128,0.81,0.061
0.286,0.667,0.047
0.145,0.855,0
0.087,0.913,0
0.217,0.717,0.066
0.095,0.795,0.111
0,1,0
0,0.708,0.292
0.195,0.805,0
0.296,0.704,0
0.328,0.672,0
0.337,0.663,0
0.183,0.683,0.134
0.089,0.911,0
0,1,0
0.322,0.678,0
0.19,0.81,0
0.337,0.663,0
0,0.926,0.074
0.296,0.704,0
0.114,0.745,0.141
0,1,0
0.227,0.773,0
0,1,0
0.077,0.821,0.102
0.092,0.908,0
0.182,0.818,0
0.137,0.863,0
0,0.773,0.227
0.236,0.693,0.071
0,1,0
0.137,0.741,0.122
0.175,0.744,0.081
0.114,0.634,0.252
0.058,0.882,0.06
0.177,0.737,0.085
0.157,0.789,0.054
0.176,0.824,0
0.174,0.789,0.037
0.308,0.535,0.157
0,1,0
0.052,0.911,0.037
0,1,0
0.058,0.862,0.08
0,0.665,0.335
0,1,0
0.2,0.639,0.161
0.203,0.797,0
0.045,0.955,0
0,1,0
0.061,0.746,0.193
0.358,0.642,0
0.119,0.881,0
0,1,0
0.168,0.711,0.121
0.22,0.748,0.033
0.126,0.789,0.085
0,1,0
0,0.568,0.432
0.037,0.932,0.031
0.285,0.61,0.105
0,0.807,0.193
0.111,0.85,0.04
0.153,0.847,0
0,1,0
0,0.961,0.039
0,1,0
0,0.894,0.106
0,1,0
0,0.648,0.352
0.217,0.783,0
0,0.816,0.184
0.07,0.93,0
0.313,0.687,0
0.076,0.924,0
0,0.89,0.11
0.066,0.934,0
0,1,0
0.113,0.887,0
0,0.92,0.08
0,1,0
0.05,0.757,0.194
0,1,0
0.197,0.803,0
0,0.558,0.442
0.191,0.809,0
0,0.622,0.378
0.113,0.887,0
0.081,0.655,0.264
0,0.889,0.111
0.196,0.713,0.091
0.104,0.763,0.133
0,0.826,0.174
0.192,0.669,0.139
0.075,0.72,0.206
0.092,0.728,0.18
0,0.819,0.181
0,1,0
0,1,0
0,1,0
0.514,0.486,0
0.086,0.914,0
0,0.92,0.08
0.114,0.839,0.047
0,1,0
0,1,0
0.056,0.8,0.144
0.234,0.696,0.07
0,0.842,0.158
0.151,0.71,0.139
0.08,0.92,0
0.112,0.888,0
0,1,0
0.122,0.627,0.251
0,1,0
0,0.859,0.141
0.081,0.919,0
0.279,0.605,0.116
0.19,0.663,0.148
0.12,0.822,0.058
0.505,0.441,0.053
0.092,0.744,0.164
0.168,0.607,0.224
0,1,0
0.139,0.861,0
0,0.925,0.075
0.087,0.865,0.048
0.056,0.944,0
0.244,0.756,0
0.248,0.752,0
0.082,0.749,0.169
0.102,0.898,0
0.195,0.76,0.045
0.111,0.889,0
0.063,0.744,0.194
0.13,0.758,0.111
0.096,0.855,0.049
0.077,0.923,0
0,0.605,0.395
0.286,0.714,0
0.226,0.659,0.116
0.196,0.747,0.057
0,0.959,0.041
0.229,0.72,0.051
0.324,0.52,0.156
0.088,0.873,0.039
0.24,0.76,0
0.102,0.898,0
0.219,0.781,0
0.127,0.823,0.05
0.225,0.681,0.093
0.306,0.608,0.086
0.315,0.582,0.103
0,0.756,0.244
0.095,0.776,0.128
0,1,0
0,0.923,0.077
0.084,0.713,0.203
0,0.76,0.24
0,1,0
0.088,0.912,0
0.203,0.797,0
0,0.817,0.183
0,0.636,0.364
0,1,0
0.178,0.758,0.064
0.12,0.838,0.043
0.203,0.797,0
0,0.76,0.24
0.164,0.836,0
0.069,0.931,0
0.103,0.897,0
0,1,0
0,1,0
0,1,0
0.267,0.633,0.1
0.148,0.667,0.185
0,1,0
0.122,0.592,0.286
0.283,0.717,0
0.275,0.668,0.057
0.12,0.635,0.245
0,0.906,0.094
0.267,0.733,0
0.178,0.75,0.071
0.226,0.774,0
0.049,0.763,0.188
0.202,0.738,0.06
0,0.846,0.154
0.261,0.469,0.27
0.184,0.654,0.162
0.471,0.478,0.051
0.067,0.824,0.109
0.308,0.639,0.053
0,0.761,0.239
0.086,0.914,0
0.118,0.822,0.06
0.186,0.708,0.106
0.113,0.651,0.236
0.183,0.669,0.148
0.257,0.743,0
0.34,0.561,0.099
0.115,0.702,0.183
0,1,0
0.109,0.891,0
0.065,0.805,0.13
0,1,0
0.204,0.497,0.298
0.104,0.766,0.13
0.142,0.858,0
0,1,0
0.24,0.562,0.198
0.299,0.631,0.069
0.368,0.632,0
0.182,0.773,0.045
0,1,0
0.087,0.821,0.092
0.162,0.838,0
0,1,0
0.089,0.911,0
0.096,0.83,0.074
0.157,0.843,0
0.199,0.641,0.16
0.27,0.691,0.038
0,1,0
0.227,0.773,0
0.183,0.817,0
0.287,0.713,0
0.129,0.794,0.077
0.063,0.937,0
0,1,0
0.15,0.85,0
0,0.93,0.07
0.188,0.812,0
0.1,0.9,0
0,0.85,0.15
0,0.798,0.202
0,0.738,0.262
0,0.789,0.211
0,1,0
0.195,0.805,0
0.246,0.503,0.251
0.235,0.765,0
0,1,0
0.145,0.855,0
0.068,0.867,0.066
0,0.855,0.145
0.043,0.957,0
0,0.945,0.055
0.369,0.631,0
0.228,0.772,0
0,1,0
0.076,0.924,0
0.025,0.745,0.23
0,0.732,0.268
0.089,0.911,0
0,0.804,0.196
0.207,0.793,0
0,1,0
0.306,0.694,0
0.193,0.807,0
0.186,0.737,0.077
0.659,0.341,0
0,1,0
0,0.793,0.207
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.247,0.753,0
0,1,0
0.205,0.795,0
0,1,0
0.151,0.849,0
0.237,0.763,0
0.201,0.75,0.049
0.092,0.705,0.203
0.1,0.81,0.09
0.068,0.808,0.124
0.321,0.679,0
0,1,0
0,1,0
0,1,0
0,1,0
0,0.908,0.092
0,1,0
0.137,0.772,0.091
0.191,0.718,0.092
0.355,0.568,0.077
0.036,0.964,0
0,0.72,0.28
0.354,0.646,0
0.294,0.625,0.081
0.098,0.752,0.15
0.075,0.799,0.126
0.079,0.766,0.155
0.256,0.744,0
0.078,0.792,0.13
0,0.857,0.143
0.101,0.722,0.176
0.193,0.807,0
0.369,0.573,0.058
0.379,0.621,0
0.109,0.78,0.111
0,0.809,0.191
0.071,0.747,0.182
0.215,0.785,0
0.11,0.728,0.162
0.291,0.62,0.089
0.235,0.673,0.092
0.318,0.595,0.087
0.115,0.722,0.163
0.127,0.798,0.075
0.198,0.536,0.266
0.128,0.772,0.1
0,0.77,0.23
0.061,0.76,0.18
0.246,0.608,0.145
0.246,0.712,0.042
0,1,0
0,0.853,0.147
0.117,0.883,0
0.076,0.852,0.072
0.331,0.475,0.194
0.183,0.738,0.079
0,0.896,0.104
0.147,0.766,0.088
0.044,0.791,0.164
0.134,0.811,0.055
0.197,0.753,0.05
0,0.866,0.134
0.031,0.596,0.373
0.163,0.837,0
0,1,0
0.111,0.783,0.105
0.275,0.615,0.109
0,0.887,0.113
0.262,0.738,0
0.114,0.886,0
0.378,0.622,0
0.312,0.522,0.166
0,0.913,0.087
0,1,0
0.087,0.913,0
0.076,0.878,0.046
0.191,0.809,0
0.264,0.736,0
0.177,0.823,0
0.35,0.545,0.105
0.161,0.741,0.098
0.094,0.906,0
0.132,0.783,0.086
0,0.73,0.27
0.112,0.766,0.123
0.359,0.461,0.18
0.244,0.511,0.246
0.09,0.637,0.273
0,0.881,0.119
0.336,0.603,0.061
0.418,0.582,0
0.108,0.759,0.133
0.21,0.79,0
0.094,0.906,0
0.255,0.745,0
0.106,0.894,0
0.104,0.827,0.069
0.224,0.7,0.075
0.224,0.776,0
0.207,0.73,0.063
0.491,0.347,0.163
0.252,0.748,0
0.114,0.886,0
0.156,0.844,0
0,1,0
0.167,0.624,0.209
0.121,0.685,0.194
0.19,0.81,0
0.089,0.911,0
0.136,0.622,0.242
0.248,0.752,0
0,0.78,0.22
0.055,0.902,0.043
0,0.95,0.05
0,1,0
0,0.713,0.287
0,0.855,0.145
0.112,0.703,0.184
0.272,0.686,0.043
0,0.749,0.251
0.3,0.586,0.114
0.325,0.619,0.056
0.25,0.683,0.067
0,0.555,0.445
0,1,0
0.239,0.761,0
0,1,0
0.2,0.8,0
0,0.553,0.447
0,1,0
0.131,0.763,0.106
0,1,0
0,0.891,0.109
0,1,0
0.243,0.757,0
0,1,0
0.067,0.933,0
0.305,0.695,0
0,0.924,0.076
0,0.768,0.232
0,1,0
0.193,0.807,0
0,0.832,0.168
0.241,0.759,0
0,0.926,0.074
0,0.865,0.135
0.162,0.717,0.122
0.085,0.735,0.18
0.174,0.769,0.057
0.19,0.68,0.129
0,0.864,0.136
0.232,0.558,0.21
0.194,0.806,0
0,1,0
0,1,0
0.282,0.718,0
0.107,0.816,0.077
0.114,0.886,0
0.145,0.855,0
0,1,0
0.448,0.552,0
0,0.847,0.153
0.218,0.693,0.09
0.151,0.849,0
0.292,0.508,0.2
0.317,0.625,0.058
0.223,0.777,0
0,0.927,0.073
0,1,0
0.094,0.906,0
0,0.889,0.111
0.095,0.768,0.137
0,1,0
0.053,0.947,0
0.268,0.732,0
0.178,0.822,0
0.064,0.936,0
0.353,0.511,0.136
0.135,0.709,0.155
0.181,0.697,0.122
0,1,0
0.147,0.796,0.058
0.07,0.848,0.082
0.217,0.684,0.099
0.215,0.655,0.13
0.14,0.86,0
0,0.913,0.087
0.122,0.79,0.088
0.26,0.74,0
0.052,0.83,0.118
0,0.64,0.36
0.083,0.697,0.22
0,0.866,0.134
0.063,0.868,0.069
0,1,0
0.069,0.886,0.045
0,0.911,0.089
0.061,0.884,0.056
0,0.85,0.15
0,0.933,0.067
0.124,0.876,0
0,1,0
0.071,0.882,0.047
0,1,0
0.044,0.826,0.13
0.098,0.717,0.185
0.104,0.791,0.104
0.158,0.682,0.16
0.206,0.718,0.076
0.074,0.88,0.046
0,0.922,0.078
0.07,0.93,0
0.217,0.668,0.115
0,0.669,0.331
0.157,0.728,0.115
0,1,0
0,1,0
0.192,0.808,0
0,1,0
0,1,0
0,0.579,0.421
0.177,0.823,0
0.317,0.628,0.054
0.141,0.806,0.054
0.241,0.674,0.085
0,0.747,0.253
0,0.715,0.285
0,0.836,0.164
0,0.9,0.1
0.059,0.818,0.123
0.193,0.807,0
0.27,0.73,0
0.068,0.932,0
0,1,0
0.139,0.861,0
0.046,0.659,0.295
0,0.877,0.123
0,0.766,0.234
0.165,0.671,0.164
0,1,0
0,0.821,0.179
0,0.947,0.053
0.054,0.776,0.17
0.079,0.921,0
0.069,0.931,0
0,0.769,0.231
0,0.759,0.241
0,0.838,0.162
0,0.908,0.092
0,1,0
0,0.953,0.047
0,1,0
0.059,0.901,0.041
0,0.96,0.04
0.1,0.613,0.287
0.269,0.552,0.178
0,1,0
0.192,0.733,0.074
0.293,0.672,0.035
0.056,0.882,0.062
0.052,0.72,0.228
0.14,0.646,0.214
0.211,0.707,0.082
0,0.825,0.175
0,0.756,0.244
0.049,0.681,0.27
0.146,0.523,0.331
0,0.92,0.08
0.071,0.723,0.206
0.224,0.776,0
0.168,0.832,0
0.056,0.944,0
0.461,0.539,0
0,1,0
0.125,0.667,0.208
0.081,0.769,0.149
0.125,0.809,0.066
0.218,0.735,0.047
0.208,0.638,0.154
0.113,0.773,0.114
0,0.894,0.106
0.285,0.715,0
0.166,0.834,0
0.375,0.625,0
0,0.906,0.094
0.082,0.714,0.205
0,0.779,0.221
0.242,0.633,0.124
0,0.824,0.176
0.117,0.815,0.068
0.064,0.89,0.045
0.232,0.712,0.056
0.243,0.53,0.227
0,0.86,0.14
0,0.92,0.08
0.096,0.717,0.187
0,0.869,0.131
0.277,0.723,0
0.195,0.805,0
0.092,0.908,0
0.085,0.915,0
0.123,0.806,0.071
0,0.649,0.351
0.107,0.728,0.165
0.081,0.919,0
0,0.834,0.166
0.13,0.794,0.076
0.048,0.724,0.228
0.149,0.785,0.066
0,0.823,0.177
0.119,0.707,0.174
0.061,0.625,0.315
0,0.932,0.068
0.196,0.719,0.085
0.127,0.704,0.169
0.133,0.867,0
0.23,0.709,0.061
0.098,0.902,0
0.064,0.775,0.162
0.07,0.842,0.088
0,1,0
0.096,0.904,0
0.071,0.929,0
0.236,0.601,0.163
0.139,0.802,0.059
0.083,0.917,0
0.06,0.896,0.044
0.077,0.712,0.211
0.075,0.727,0.198
0,0.918,0.082
0.127,0.873,0
0.056,0.944,0
0.186,0.737,0.077
0.086,0.826,0.088
0.193,0.726,0.081
0.075,0.925,0
0.066,0.632,0.302
0.223,0.777,0
0.131,0.804,0.065
0.201,0.734,0.066
0.338,0.609,0.054
0.098,0.741,0.161
0.279,0.721,0
0.17,0.83,0
0.227,0.685,0.088
0.068,0.746,0.186
0,0.807,0.193
0.205,0.736,0.06
0,0.795,0.205
0.113,0.67,0.217
0.084,0.834,0.081
0,1,0
0,0.762,0.238
0.191,0.809,0
0.154,0.73,0.116
0.148,0.816,0.036
0,0.906,0.094
0.074,0.629,0.298
0.225,0.775,0
0.185,0.815,0
0.112,0.697,0.191
0,1,0
0.065,0.828,0.107
0.07,0.619,0.312
0.122,0.625,0.253
0.17,0.655,0.175
0.197,0.803,0
0.044,0.79,0.166
0.274,0.726,0
0.1,0.706,0.194
0.077,0.865,0.058
0.172,0.542,0.286
0.335,0.665,0
0.201,0.703,0.096
0.028,0.879,0.093
0,0.828,0.172
0.169,0.697,0.134
0.228,0.772,0
0.224,0.712,0.064
0,0.859,0.141
0.056,0.741,0.203
0.155,0.845,0
0.266,0.502,0.232
0.181,0.59,0.229
0,0.72,0.28
0.046,0.914,0.039
0.214,0.604,0.183
0.348,0.652,0
0.144,0.626,0.23
0.119,0.881,0
0.183,0.771,0.046
0.274,0.656,0.07
0.44,0.56,0
0.377,0.623,0
0.447,0.553,0
0.218,0.782,0
0.306,0.694,0
0.038,0.803,0.159
0.374,0.626,0
0.098,0.747,0.156
0.272,0.667,0.061
0,1,0
0,1,0
0,1,0
0.094,0.906,0
0.18,0.82,0
0.123,0.877,0
0.06,0.94,0
0.063,0.812,0.125
0.217,0.684,0.1
0,1,0
0.045,0.955,0
0.092,0.727,0.181
0.154,0.784,0.063
0.117,0.841,0.042
0,1,0
0.304,0.696,0
0,0.86,0.14
0.048,0.9,0.052
0.169,0.831,0
0.176,0.758,0.066
0.222,0.778,0
0.217,0.622,0.162
0,1,0
0,1,0
0,1,0
0.06,0.866,0.075
0,1,0
0.115,0.885,0
0.065,0.798,0.137
0,1,0
0.18,0.82,0
0.062,0.896,0.042
0,1,0
0,1,0
0.13,0.87,0
0.068,0.932,0
0,1,0
0.168,0.788,0.044
0,0.934,0.066
0,1,0
0,1,0
0,0.826,0.174
0,1,0
0.123,0.803,0.074
0,1,0
0,0.87,0.13
0.147,0.853,0
0,0.823,0.177
0.125,0.743,0.131
0,1,0
0,1,0
0,1,0
0,0.893,0.107
0.062,0.938,0
0,1,0
0,1,0
0,1,0
0.078,0.858,0.064
0.261,0.739,0
0.215,0.647,0.138
0.05,0.778,0.172
0.048,0.814,0.138
0.058,0.85,0.092
0.083,0.862,0.055
0.193,0.705,0.103
0.243,0.757,0
0.166,0.746,0.088
0.189,0.761,0.05
0,0.731,0.269
0.503,0.497,0
0.063,0.839,0.098
0,0.825,0.175
0,0.767,0.233
0.156,0.844,0
0.073,0.831,0.096
0.325,0.58,0.095
0.079,0.656,0.265
0.209,0.757,0.035
0.204,0.688,0.108
0.084,0.821,0.095
0.101,0.899,0
0.426,0.574,0
0,0.713,0.287
0.127,0.654,0.219
0.326,0.389,0.285
0.125,0.875,0
0,0.569,0.431
0.076,0.924,0
0.154,0.649,0.197
0.088,0.722,0.189
0.132,0.757,0.111
0.05,0.869,0.081
0.519,0.481,0
0,0.866,0.134
0.111,0.795,0.094
0.082,0.845,0.072
0.218,0.782,0
0.124,0.876,0
0.13,0.77,0.1
0,1,0
0.072,0.867,0.062
0,0.894,0.106
0,0.654,0.346
0,0.742,0.258
0.079,0.867,0.055
0.107,0.893,0
0,0.705,0.295
0,1,0
0.064,0.936,0
0.177,0.823,0
0,0.93,0.07
0.144,0.687,0.169
0,1,0
0.099,0.82,0.08
0,0.717,0.283
0,1,0
0.156,0.717,0.127
0.147,0.794,0.058
0,0.822,0.178
0.101,0.899,0
0.158,0.842,0
0.657,0.343,0
0.385,0.442,0.173
0,0.832,0.168
0.142,0.858,0
0.244,0.691,0.065
0.11,0.835,0.055
0,1,0
0.309,0.594,0.097
0.076,0.854,0.07
0.118,0.774,0.108
0.148,0.852,0
0.061,0.756,0.183
0.204,0.702,0.095
0.097,0.637,0.266
0.106,0.733,0.16
0.087,0.843,0.07
0.188,0.339,0.474
0.227,0.733,0.04
0.12,0.795,0.086
0.277,0.723,0
0.064,0.609,0.327
0.066,0.799,0.136
0.108,0.892,0
0.12,0.73,0.15
0.087,0.837,0.076
0,0.877,0.123
0,0.87,0.13
0,0.896,0.104
0,0.653,0.347
0,0.798,0.202
0,0.785,0.215
0.188,0.459,0.353
0.065,0.848,0.087
0.256,0.631,0.114
0,0.541,0.459
0.155,0.845,0
0.048,0.891,0.061
0,0.932,0.068
0,0.754,0.246
0,1,0
0,1,0
0.137,0.764,0.098
0,0.669,0.331
0.096,0.818,0.086
0.112,0.888,0
0.053,0.947,0
0.125,0.875,0
0.211,0.681,0.108
0,0.885,0.115
0.147,0.779,0.074
0,0.732,0.268
0.149,0.673,0.178
0.068,0.893,0.04
0,1,0
0.077,0.923,0
0.06,0.94,0
0.159,0.841,0
0.146,0.704,0.15
0,1,0
0.144,0.743,0.114
0.075,0.827,0.098
0,1,0
0,1,0
0.09,0.91,0
0.187,0.635,0.179
0,1,0
0.06,0.759,0.182
0.104,0.896,0
0,1,0
0.058,0.942,0
0,0.88,0.12
0,0.822,0.178
0.173,0.749,0.078
0,1,0
0.138,0.8,0.062
0.163,0.793,0.044
0.109,0.723,0.169
0.262,0.738,0
0.15,0.682,0.168
0,0.875,0.125
0.208,0.792,0
0.1,0.9,0
0.055,0.776,0.169
0.063,0.757,0.18
0.208,0.792,0
0.062,0.671,0.267
0.034,0.896,0.07
0.097,0.903,0
0,1,0
0.132,0.777,0.091
0,1,0
0,0.917,0.083
0.051,0.898,0.052
0.263,0.737,0
0.204,0.796,0
0.135,0.718,0.147
0,1,0
0.199,0.801,0
0.156,0.782,0.063
0.2,0.726,0.074
0,0.882,0.118
0.277,0.723,0
0.16,0.802,0.038
0.242,0.717,0.041
0.21,0.742,0.048
0.475,0.525,0
0.274,0.689,0.038
0.055,0.661,0.284
0.134,0.703,0.162
0.065,0.935,0
0.258,0.742,0
0.063,0.857,0.08
0.122,0.878,0
0,0.892,0.108
0,0.665,0.335
0.084,0.785,0.131
0.083,0.917,0
0,0.765,0.235
0.171,0.829,0
0.108,0.825,0.068
0.045,0.888,0.067
0,1,0
0.098,0.847,0.055
0,1,0
0,0.743,0.257
0.182,0.76,0.059
0.182,0.609,0.209
0.064,0.696,0.239
0,1,0
0.054,0.882,0.064
0.104,0.684,0.212
0.062,0.938,0
0,1,0
0,0.708,0.292
0.041,0.743,0.217
0.043,0.682,0.274
0.354,0.537,0.109
0,1,0
0.069,0.795,0.136
0.396,0.604,0
0.236,0.667,0.098
0.086,0.548,0.366
0.167,0.618,0.215
0.173,0.679,0.148
0,0.879,0.121
0.288,0.712,0
0.2,0.8,0
0,1,0
0.37,0.502,0.128
0.252,0.577,0.171
0,0.76,0.24
0.126,0.874,0
0,0.751,0.249
0.175,0.825,0
0.106,0.655,0.239
0.259,0.741,0
0.187,0.813,0
0.093,0.707,0.2
0.24,0.618,0.141
0.214,0.677,0.108
0.278,0.685,0.037
0.294,0.611,0.094
0.331,0.516,0.153
0.203,0.664,0.133
0.443,0.557,0
0.135,0.865,0
0.05,0.76,0.19
0.186,0.814,0
0.242,0.758,0
0.159,0.689,0.152
0,0.769,0.231
0,1,0
0.153,0.847,0
0.088,0.853,0.059
0.285,0.715,0
0.077,0.78,0.143
0.126,0.742,0.132
0,0.817,0.183
0,0.937,0.063
0.161,0.673,0.166
0.623,0.377,0
0.058,0.735,0.207
0.075,0.802,0.123
0.212,0.586,0.201
0.193,0.771,0.036
0.043,0.768,0.188
0,1,0
0,0.94,0.06
0,0.696,0.304
0,0.857,0.143
0,0.926,0.074
0.156,0.769,0.076
0.123,0.62,0.256
0.06,0.798,0.142
0,1,0
0.421,0.384,0.195
0.095,0.625,0.279
0.142,0.815,0.043
0,1,0
0.062,0.883,0.056
0.346,0.654,0
0.251,0.701,0.047
0.074,0.76,0.166
0.061,0.872,0.067
0.131,0.796,0.073
0.116,0.884,0
0.087,0.724,0.189
0.084,0.869,0.047
0.291,0.557,0.152
0.084,0.693,0.224
0.179,0.737,0.084
0.206,0.794,0
0.329,0.671,0
0,0.773,0.227
0.179,0.821,0
0.197,0.803,0
0.313,0.687,0
0.073,0.927,0
0.162,0.838,0
0.153,0.7,0.147
0.288,0.712,0
0.222,0.692,0.085
0.439,0.561,0
0.303,0.65,0.047
0.218,0.782,0
0.182,0.818,0
0.184,0.701,0.115
0.137,0.863,0
0.165,0.835,0
0.204,0.796,0
0.087,0.913,0
0.111,0.69,0.199
0.199,0.801,0
0.264,0.736,0
0,1,0
0.151,0.789,0.059
0,1,0
0.223,0.777,0
0.087,0.913,0
0.302,0.698,0
0.206,0.69,0.104
0,1,0
0,1,0
0.222,0.577,0.201
0,1,0
0,1,0
0.227,0.695,0.078
0.22,0.698,0.083
0.271,0.667,0.061
0.045,0.955,0
0.346,0.654,0
0,0.841,0.159
0,1,0
0,1,0
0.35,0.508,0.141
0.141,0.859,0
0.133,0.819,0.049
0,1,0
0,0.875,0.125
0.158,0.784,0.058
0.187,0.774,0.038
0.158,0.842,0
0.151,0.695,0.154
0.267,0.733,0
0,1,0
0,0.798,0.202
0,0.877,0.123
0,0.747,0.253
0,0.721,0.279
0.196,0.727,0.077
0,0.714,0.286
0.078,0.825,0.096
0,0.712,0.288
0.085,0.787,0.127
0.16,0.745,0.096
0.059,0.857,0.084
0.174,0.704,0.122
0.047,0.586,0.367
0.222,0.671,0.107
0.079,0.843,0.079
0,0.874,0.126
0.283,0.717,0
0.053,0.823,0.125
0.207,0.793,0
0.279,0.595,0.126
0.212,0.736,0.052
0.103,0.672,0.225
0.264,0.736,0
0.142,0.768,0.091
0.313,0.687,0
0.142,0.858,0
0.176,0.751,0.074
0.12,0.88,0
0.143,0.445,0.411
0.133,0.867,0
0.251,0.698,0.051
0,1,0
0,1,0
0.054,0.946,0
0,1,0
0,0.882,0.118
0.314,0.686,0
0.125,0.831,0.044
0.202,0.736,0.061
0.443,0.557,0
0.196,0.742,0.062
0.236,0.649,0.115
0.148,0.683,0.169
0,0.648,0.352
0,0.79,0.21
0,1,0
0,0.758,0.242
0.105,0.757,0.138
0.038,0.962,0
0,0.626,0.374
0.077,0.841,0.083
0.053,0.844,0.103
0,1,0
0.126,0.733,0.141
0.186,0.738,0.077
0.078,0.775,0.146
0.132,0.868,0
0,0.911,0.089
0.341,0.549,0.11
0.044,0.818,0.138
0.137,0.863,0
0.051,0.949,0
0,1,0
0.127,0.813,0.06
0.329,0.671,0
0.118,0.882,0
0,0.923,0.077
0.143,0.857,0
0.241,0.759,0
0,1,0
0.275,0.725,0
0.077,0.725,0.198
0.162,0.714,0.124
0.265,0.735,0
0.161,0.78,0.059
0.294,0.608,0.098
0.202,0.798,0
0.373,0.538,0.089
0.074,0.818,0.108
0.108,0.79,0.102
0.061,0.939,0
0.358,0.642,0
0.428,0.572,0
0.302,0.698,0
0.368,0.57,0.062
0.176,0.513,0.311
0.06,0.847,0.093
0,1,0
0.107,0.657,0.236
0.15,0.758,0.092
0.097,0.903,0
0.092,0.761,0.147
0.046,0.954,0
0.198,0.802,0
0.24,0.711,0.049
0.176,0.752,0.071
0.084,0.762,0.154
0.089,0.712,0.199
0.319,0.605,0.075
0.189,0.766,0.045
0,1,0
0.098,0.811,0.091
0.33,0.67,0
0,0.926,0.074
0.112,0.726,0.162
0.057,0.759,0.184
0.216,0.565,0.219
0,1,0
0,0.943,0.057
0,0.951,0.049
0.154,0.846,0
0,0.892,0.108
0.152,0.703,0.144
0,0.814,0.186
0.156,0.769,0.075
0.143,0.708,0.149
0,1,0
0.066,0.744,0.191
0.2,0.599,0.202
0.122,0.631,0.247
0.152,0.8,0.048
0.081,0.677,0.242
0,1,0
0.489,0.511,0
0,1,0
0.242,0.758,0
0.36,0.64,0
0.159,0.505,0.335
0.063,0.691,0.245
0.248,0.65,0.103
0.079,0.745,0.176
0.087,0.802,0.112
0,1,0
0.087,0.726,0.187
0.099,0.901,0
0,1,0
0,1,0
0,0.862,0.138
0.094,0.846,0.06
0.193,0.807,0
0,1,0
0.113,0.721,0.166
0,0.897,0.103
0,0.842,0.158
0.075,0.721,0.203
0,0.68,0.32
0,1,0
0.098,0.646,0.256
0.178,0.635,0.187
0,0.632,0.368
0,0.672,0.328
0,0.848,0.152
0.094,0.906,0
0.153,0.591,0.256
0.076,0.628,0.296
0.198,0.676,0.126
0.199,0.744,0.057
0.102,0.789,0.109
0,0.945,0.055
0,0.819,0.181
0.087,0.748,0.165
0.05,0.627,0.324
0.322,0.601,0.077
0.111,0.889,0
0.287,0.659,0.054
0,0.688,0.312
0.079,0.76,0.161
0,1,0
0.087,0.843,0.07
0,0.859,0.141
0,0.732,0.268
0.046,0.609,0.345
0.072,0.798,0.13
0.101,0.686,0.213
0,1,0
0.227,0.773,0
0.097,0.734,0.169
0.155,0.684,0.161
0,0.683,0.317
0,1,0
0.081,0.757,0.162
0.224,0.527,0.249
0.083,0.704,0.213
0,0.894,0.106
0.097,0.678,0.225
0,1,0
0,0.498,0.502
0,0.819,0.181
0,0.891,0.109
0,0.78,0.22
0.087,0.773,0.141
0.177,0.532,0.291
0,0.863,0.137
0.101,0.687,0.212
0.237,0.688,0.075
0,1,0
0.427,0.353,0.22
0,1,0
0.226,0.687,0.087
0.094,0.655,0.251
0.369,0.562,0.069
0,0.914,0.086
0.085,0.815,0.099
0,0.917,0.083
0.151,0.758,0.091
0.282,0.718,0
0.069,0.495,0.436
0.119,0.793,0.088
0.092,0.633,0.274
0,0.876,0.124
0,0.707,0.293
0.107,0.735,0.158
0.114,0.886,0
0,0.77,0.23
